Year,State,Households,Persons,TotalCost,MCost,BCost,CostPerHousehold,CostPerPerson,MPersons,Region
2008,Mississippi,"188,498","447,181","$496,847,694 ",496.85,0.5,219.65,92.59,0.447181333,SERO
2008,Missouri,"312,476","701,304","$810,471,619 ",810.47,0.81,216.14,96.31,0.701304417,MPRO
2008,Montana,"35,494","80,407","$94,225,210 ",94.23,0.09,221.22,97.65,0.080407083,MPRO
2008,MPRO,"824,166","1,869,340","$2,202,092,498 ","2,202.09",2.2,222.66,98.17,1.869339667,MPRO
2008,MWRO,"2,302,583","5,046,868","$6,251,454,386 ","6,251.45",6.25,226.25,103.22,5.046867583,MWRO
2008,Nebraska,"52,082","120,809","$140,752,738 ",140.75,0.14,225.21,97.09,0.120808917,MPRO
2008,NERO,"1,610,572","3,061,492","$3,881,816,825 ","3,881.82",3.88,200.85,105.66,3.061492,NERO
2008,Nevada,"67,380","144,494","$169,714,444 ",169.71,0.17,209.9,97.88,0.144494167,WRO
2008,New Hampshire,"31,244","63,583","$71,404,026 ",71.4,0.07,190.45,93.58,0.063582833,NERO
2008,New Jersey,"210,867","437,860","$532,944,902 ",532.94,0.53,210.62,101.43,0.43786025,MARO
2008,New Mexico,"95,769","239,959","$269,188,961 ",269.19,0.27,234.23,93.48,0.239958667,SWRO
2008,New York,"1,036,676","1,952,991","$2,572,842,848 ","2,572.84",2.57,206.82,109.78,1.952990667,NERO
2008,North Carolina,"419,127","946,978","$1,104,399,962 ","1,104.40",1.1,219.58,97.19,0.946978083,SERO
2008,North Dakota,"21,825","48,412","$59,266,579 ",59.27,0.06,226.3,102.02,0.048411833,MPRO
2008,Ohio,"526,800","1,150,928","$1,494,661,229 ","1,494.66",1.49,236.44,108.22,1.150927583,MWRO
2008,Oklahoma,"176,483","419,038","$491,362,648 ",491.36,0.49,232.02,97.72,0.419037917,SWRO
2008,Oregon,"243,257","469,315","$542,197,277 ",542.2,0.54,185.74,96.27,0.469315167,WRO
2008,Pennsylvania,"558,939","1,187,822","$1,386,964,117 ","1,386.96",1.39,206.79,97.3,1.187822333,MARO
2008,Rhode Island,"41,548","84,868","$107,719,391 ",107.72,0.11,216.06,105.77,0.084867833,NERO
2008,SERO,"2,952,551","6,576,043","$7,884,161,909 ","7,884.16",7.88,222.52,99.91,6.576043167,SERO
2008,South Carolina,"255,702","589,763","$706,792,219 ",706.79,0.71,230.34,99.87,0.589762833,SERO
2008,South Dakota,"26,189","62,945","$78,001,007 ",78,0.08,248.2,103.27,0.06294525,MPRO
2008,SWRO,"1,749,795","4,359,659","$5,285,514,379 ","5,285.51",5.29,251.72,101.03,4.359658833,SWRO
2008,Tennessee,"410,458","911,253","$1,114,791,337 ","1,114.79",1.11,226.33,101.95,0.911253417,SERO
2008,Texas,"994,786","2,532,047","$3,068,232,722 ","3,068.23",3.07,257.03,100.98,2.532046917,SWRO
2008,US,"12,727,450",28222630,"$34,608,397,238 ","34,608.40",34.61,226.6,102.19,28.22263,US
2008,Utah,"53,715","134,180","$150,960,595 ",150.96,0.15,234.2,93.75,0.134180167,SWRO
2008,Vermont,"27,642","55,847","$62,169,303 ",62.17,0.06,187.42,92.77,0.055846667,NERO
2008,Virgin Islands,"5,036","13,613","$22,855,912 ",22.86,0.02,378.22,139.91,0.013613417,NERO
2008,Virginia,"245,592","545,079","$610,021,737 ",610.02,0.61,206.99,93.26,0.545079333,MARO
2008,Washington,"292,515","581,001","$680,799,184 ",680.8,0.68,193.95,97.65,0.581001417,WRO
2008,West Virginia,"124,183","276,800","$304,122,744 ",304.12,0.3,204.08,91.56,0.276800083,MARO
2008,Wisconsin,"180,792","422,781","$430,028,455 ",430.03,0.43,198.22,84.76,0.422781,MWRO
2008,WRO,"1,895,759","4,324,197","$5,615,898,541 ","5,615.90",5.62,246.86,108.23,4.32419725,WRO
2008,Wyoming,"9,564","22,608","$26,389,959 ",26.39,0.03,229.95,97.27,0.022607833,MPRO
2009,Alabama,"280,625","679,138","$970,949,096 ",970.95,0.97,288.33,119.14,0.679138417,SERO
2009,Alaska,"25,107","64,385","$129,624,461 ",129.62,0.13,430.24,167.77,0.064384833,WRO
2009,Arizona,"340,852","813,987","$1,223,845,635 ","1,223.85",1.22,299.21,125.29,0.813987083,SWRO
2009,Arkansas,"172,602","411,153","$569,987,431 ",569.99,0.57,275.19,115.53,0.41115325,SWRO
2009,California,"1,122,949","2,670,341","$4,382,009,712 ","4,382.01",4.38,325.19,136.75,2.670340583,WRO
2009,Colorado,"138,382","319,121","$502,657,149 ",502.66,0.5,302.7,131.26,0.3191205,MPRO
2009,Connecticut,"139,408","258,165","$417,158,566 ",417.16,0.42,249.36,134.65,0.25816525,NERO
2009,Delaware,"40,239","90,933","$129,098,106 ",129.1,0.13,267.36,118.31,0.0909325,MARO
2009,District of Columbia,"56,592","103,311","$159,506,975 ",159.51,0.16,234.88,128.66,0.10331125,MARO
2009,Florida,"1,001,711","1,952,362","$2,968,374,682 ","2,968.37",2.97,246.94,126.7,1.952362417,SERO
2009,Georgia,"534,944","1,286,078","$1,943,839,554 ","1,943.84",1.94,302.81,125.95,1.286078417,SERO
2009,Guam,"9,587","31,511","$78,829,247 ",78.83,0.08,685.23,208.47,0.031511417,WRO
2009,Hawaii,"57,857","114,599","$273,683,509 ",273.68,0.27,394.2,199.02,0.114598917,WRO
2009,Idaho,"54,459","136,243","$200,937,001 ",200.94,0.2,307.48,122.9,0.136242917,WRO
2009,Illinois,"677,147","1,462,421","$2,322,771,336 ","2,322.77",2.32,285.85,132.36,1.462421083,MWRO
2009,Indiana,"301,195","706,695","$1,071,248,747 ","1,071.25",1.07,296.39,126.32,0.706694833,MWRO
2009,Iowa,"135,558","295,106","$419,857,396 ",419.86,0.42,258.11,118.56,0.295106167,MWRO
2009,Kansas,"99,698","219,265","$301,563,664 ",301.56,0.3,252.06,114.61,0.21926475,MPRO
2009,Kentucky,"315,885","701,757","$1,002,094,470 ","1,002.09",1,264.36,119,0.7017565,SERO
2009,Louisiana,"303,287","723,738","$1,119,136,582 ","1,119.14",1.12,307.5,128.86,0.723737833,SWRO
2009,Maine,"99,557","201,248","$292,704,585 ",292.7,0.29,245.01,121.2,0.201248167,NERO
2009,MARO,"1,623,483","3,460,087","$4,973,270,312 ","4,973.27",4.97,255.28,119.78,3.46008725,MARO
2009,Maryland,"212,260","454,196","$668,682,585 ",668.68,0.67,262.53,122.69,0.454195833,MARO
2009,Massachusetts,"336,050","627,611","$925,603,583 ",925.6,0.93,229.53,122.9,0.627610583,NERO
2009,Michigan,"694,341","1,450,272","$2,106,871,076 ","2,106.87",2.11,252.86,121.06,1.45027225,MWRO
2009,Minnesota,"165,533","344,993","$472,689,944 ",472.69,0.47,237.96,114.18,0.344992833,MWRO
2009,Mississippi,"214,103","505,920","$691,067,947 ",691.07,0.69,268.98,113.83,0.505919667,SERO
2009,Missouri,"359,746","800,909","$1,135,612,551 ","1,135.61",1.14,263.06,118.16,0.800909333,MPRO
2009,Montana,"40,923","92,453","$134,564,381 ",134.56,0.13,274.02,121.29,0.092453,MPRO
2009,MPRO,"971,530","2,199,572","$3,164,499,177 ","3,164.50",3.16,271.44,119.89,2.199571917,MPRO
2009,MWRO,"2,698,078","5,869,671","$8,820,670,694 ","8,820.67",8.82,272.44,125.23,5.869671333,MWRO
2009,Nebraska,"57,442","133,623","$179,068,040 ",179.07,0.18,259.78,111.67,0.133623333,MPRO
2009,NERO,"1,932,329","3,663,137","$5,976,150,465 ","5,976.15",5.98,257.73,135.95,3.6631365,NERO
2009,Nevada,"92,885","200,056","$285,773,577 ",285.77,0.29,256.39,119.04,0.200056083,WRO
2009,New Hampshire,"38,459","78,942","$115,948,720 ",115.95,0.12,251.24,122.4,0.078941667,NERO
2009,New Jersey,"242,743","499,853","$750,159,374 ",750.16,0.75,257.53,125.06,0.4998525,MARO
2009,New Mexico,"119,395","291,073","$410,844,850 ",410.84,0.41,286.76,117.62,0.291073,SWRO
2009,New York,"1,231,892","2,322,742","$3,955,033,246 ","3,955.03",3.96,267.54,141.9,2.322742417,NERO
2009,North Carolina,"506,034","1,137,294","$1,625,497,467 ","1,625.50",1.63,267.69,119.11,1.137293833,SERO
2009,North Dakota,"23,989","53,070","$79,564,871 ",79.56,0.08,276.4,124.94,0.053069583,MPRO
2009,Ohio,"624,989","1,357,412","$2,167,118,474 ","2,167.12",2.17,288.95,133.04,1.357412,MWRO
2009,Oklahoma,"199,615","472,908","$666,446,549 ",666.45,0.67,278.22,117.44,0.47290825,SWRO
2009,Oregon,"302,714","581,025","$831,153,110 ",831.15,0.83,228.81,119.21,0.58102475,WRO
2009,Pennsylvania,"631,566","1,337,803","$1,900,787,569 ","1,900.79",1.9,250.8,118.4,1.337803167,MARO
2009,Rhode Island,"51,555","102,303","$170,463,595 ",170.46,0.17,275.54,138.85,0.10230325,NERO
2009,SERO,"3,646,664","8,022,112","$11,807,190,599 ","11,807.19",11.81,269.82,122.65,8.022111917,SERO
2009,South Carolina,"302,450","687,508","$1,001,691,847 ","1,001.69",1,275.99,121.42,0.687508167,SERO
2009,South Dakota,"30,901","73,981","$111,278,093 ",111.28,0.11,300.09,125.34,0.07398125,MPRO
2009,SWRO,"1,978,051","4,902,029","$7,165,540,484 ","7,165.54",7.17,301.88,121.81,4.90202875,SWRO
2009,Tennessee,"490,912","1,072,055","$1,603,675,536 ","1,603.68",1.6,272.23,124.66,1.0720545,SERO
2009,Texas,"1,183,153","3,003,156","$4,399,125,072 ","4,399.13",4.4,309.84,122.07,3.003156417,SWRO
2009,US,"15,232,115",33489975,"$50,359,918,853 ","50,359.92",50.36,275.51,125.31,33.489975,US
2009,Utah,"73,706","185,282","$263,258,195 ",263.26,0.26,297.64,118.4,0.185281917,SWRO
2009,Vermont,"35,408","72,125","$99,238,170 ",99.24,0.1,233.56,114.66,0.072125167,NERO
2009,Virgin Islands,"6,272","16,307","$33,699,620 ",33.7,0.03,447.73,172.21,0.016307083,NERO
2009,Virginia,"295,741","651,725","$922,879,649 ",922.88,0.92,260.05,118,0.65172525,MARO
2009,Washington,"375,570","761,220","$1,046,740,870 ","1,046.74",1.05,232.26,114.59,0.76122025,WRO
2009,West Virginia,"138,070","305,960","$408,456,434 ",408.46,0.41,246.53,111.25,0.305959667,MARO
2009,Wisconsin,"234,874","547,878","$679,971,117 ",679.97,0.68,241.25,103.42,0.547878333,MWRO
2009,WRO,"2,381,981","5,373,367","$8,452,597,122 ","8,452.60",8.45,295.71,131.09,5.373366833,WRO
2009,Wyoming,"11,185","26,762","$37,074,837 ",37.07,0.04,276.22,115.45,0.026762083,MPRO
2010,Alabama,"344,788","805,095","$1,226,018,708 ","1,226.02",1.23,296.32,126.9,0.805095167,SERO
2010,Alaska,"30,441","76,445","$159,413,978 ",159.41,0.16,436.4,173.78,0.076445167,WRO
2010,Arizona,"439,364","1,018,171","$1,587,702,249 ","1,587.70",1.59,301.14,129.95,1.018170667,SWRO
2010,Arkansas,"197,624","466,598","$686,400,617 ",686.4,0.69,289.44,122.59,0.46659775,SWRO
2010,California,"1,391,359","3,238,548","$5,691,851,784 ","5,691.85",5.69,340.9,146.46,3.238547917,WRO
2010,Colorado,"176,289","404,679","$687,709,379 ",687.71,0.69,325.09,141.62,0.4046785,MPRO
2010,Connecticut,"180,463","336,064","$569,684,382 ",569.68,0.57,263.07,141.26,0.336064417,NERO
2010,Delaware,"50,507","112,513","$171,155,272 ",171.16,0.17,282.4,126.77,0.112513083,MARO
2010,District of Columbia,"66,032","118,493","$195,893,308 ",195.89,0.2,247.22,137.77,0.118492917,MARO
2010,Florida,"1,370,563","2,603,185","$4,416,942,533 ","4,416.94",4.42,268.56,141.4,2.60318525,SERO
2010,Georgia,"681,782","1,591,078","$2,565,169,527 ","2,565.17",2.57,313.54,134.35,1.59107825,SERO
2010,Guam,"11,595","36,926","$96,695,105 ",96.7,0.1,694.93,218.22,0.03692575,WRO
2010,Hawaii,"69,402","138,166","$358,144,853 ",358.14,0.36,430.04,216.01,0.138165917,WRO
2010,Idaho,"78,378","194,033","$299,552,014 ",299.55,0.3,318.49,128.65,0.194033333,WRO
2010,Illinois,"775,019","1,645,722","$2,784,473,892 ","2,784.47",2.78,299.4,141,1.645722083,MWRO
2010,Indiana,"347,835","813,403","$1,291,225,153 ","1,291.23",1.29,309.35,132.29,0.813403417,MWRO
2010,Iowa,"156,529","340,304","$526,119,310 ",526.12,0.53,280.1,128.84,0.340303667,MWRO
2010,Kansas,"122,943","269,710","$402,630,483 ",402.63,0.4,272.91,124.4,0.269709583,MPRO
2010,Kentucky,"353,227","778,114","$1,186,291,238 ","1,186.29",1.19,279.87,127.05,0.778113917,SERO
2010,Louisiana,"353,495","825,918","$1,286,198,597 ","1,286.20",1.29,303.21,129.77,0.825917917,SWRO
2010,Maine,"114,211","229,731","$356,097,335 ",356.1,0.36,259.83,129.17,0.229731,NERO
2010,MARO,"1,954,142","4,136,300","$6,351,312,971 ","6,351.31",6.35,270.85,127.96,4.13629975,MARO
2010,Maryland,"265,796","560,848","$877,975,713 ",877.98,0.88,275.27,130.45,0.560848333,MARO
2010,Massachusetts,"407,304","749,121","$1,165,907,744 ","1,165.91",1.17,238.54,129.7,0.7491205,NERO
2010,Michigan,"865,508","1,776,368","$2,808,763,231 ","2,808.76",2.81,270.43,131.77,1.776367917,MWRO
2010,Minnesota,"209,816","430,346","$624,886,794 ",624.89,0.62,248.19,121,0.43034575,MWRO
2010,Mississippi,"247,947","575,674","$846,542,922 ",846.54,0.85,284.52,122.54,0.575674333,SERO
2010,Missouri,"408,717","901,349","$1,361,300,993 ","1,361.30",1.36,277.56,125.86,0.90134925,MPRO
2010,Montana,"51,148","113,570","$176,546,027 ",176.55,0.18,287.64,129.54,0.1135695,MPRO
2010,MPRO,"1,166,731","2,629,856","$4,058,551,836 ","4,058.55",4.06,289.88,128.61,2.629855583,MPRO
2010,MWRO,"3,266,492","6,988,474","$11,243,534,800 ","11,243.53",11.24,286.84,134.07,6.988474333,MWRO
2010,Nebraska,"70,542","162,817","$237,577,180 ",237.58,0.24,280.66,121.6,0.162816583,MPRO
2010,NERO,"2,329,924","4,401,631","$7,590,333,752 ","7,590.33",7.59,271.48,143.7,4.401631333,NERO
2010,Nevada,"128,979","278,105","$414,596,369 ",414.6,0.41,267.87,124.23,0.278105417,WRO
2010,New Hampshire,"49,537","104,375","$151,813,784 ",151.81,0.15,255.39,121.21,0.104375333,NERO
2010,New Jersey,"303,765","622,022","$1,030,292,837 ","1,030.29",1.03,282.65,138.03,0.62202225,MARO
2010,New Mexico,"150,796","356,822","$541,806,403 ",541.81,0.54,299.42,126.54,0.356821917,SWRO
2010,New York,"1,463,135","2,757,836","$4,984,900,302 ","4,984.90",4.98,283.92,150.63,2.757836,NERO
2010,North Carolina,"611,325","1,346,495","$2,072,127,398 ","2,072.13",2.07,282.46,128.24,1.346494833,SERO
2010,North Dakota,"27,232","59,888","$95,014,675 ",95.01,0.1,290.76,132.21,0.059888333,MPRO
2010,Ohio,"751,299","1,607,422","$2,733,689,660 ","2,733.69",2.73,303.22,141.72,1.607422,MWRO
2010,Oklahoma,"251,248","582,492","$899,655,548 ",899.66,0.9,298.4,128.71,0.5824915,SWRO
2010,Oregon,"373,819","705,035","$1,066,932,095 ","1,066.93",1.07,237.85,126.11,0.705034917,WRO
2010,Pennsylvania,"740,186","1,574,783","$2,332,575,204 ","2,332.58",2.33,262.61,123.43,1.5747825,MARO
2010,Rhode Island,"72,840","138,966","$237,618,372 ",237.62,0.24,271.85,142.49,0.138965917,NERO
2010,SERO,"4,542,863","9,720,775","$15,535,498,259 ","15,535.50",15.54,284.98,133.18,9.7207745,SERO
2010,South Carolina,"359,506","797,110","$1,256,298,352 ","1,256.30",1.26,291.21,131.34,0.79710975,SERO
2010,South Dakota,"40,054","95,336","$153,075,454 ",153.08,0.15,318.48,133.8,0.095336,MPRO
2010,SWRO,"2,360,245","5,783,410","$8,861,458,579 ","8,861.46",8.86,312.87,127.69,5.78340975,SWRO
2010,Tennessee,"573,725","1,224,023","$1,966,107,581 ","1,966.11",1.97,285.58,133.86,1.224023,SERO
2010,Texas,"1,407,083","3,551,581","$5,447,397,414 ","5,447.40",5.45,322.62,127.82,3.551580667,SWRO
2010,US,"18,618,436",40301878,"$64,702,164,628 ","64,702.16",64.7,289.6,133.79,40.301878,US
2010,Utah,"98,805","247,405","$366,903,456 ",366.9,0.37,309.45,123.58,0.247405167,SWRO
2010,Vermont,"42,434","85,538","$124,311,833 ",124.31,0.12,244.13,121.11,0.085538167,NERO
2010,Virgin Islands,"8,145","20,328","$42,984,699 ",42.98,0.04,439.79,176.22,0.020327667,NERO
2010,Virginia,"364,825","786,157","$1,213,496,417 ","1,213.50",1.21,277.19,128.63,0.78615725,MARO
2010,Washington,"474,701","956,004","$1,386,585,984 ","1,386.59",1.39,243.41,120.87,0.956003667,WRO
2010,West Virginia,"154,886","341,156","$486,939,521 ",486.94,0.49,261.99,118.94,0.34115575,MARO
2010,Wisconsin,"317,015","715,213","$1,000,496,070 ","1,000.50",1,263,116.57,0.715213167,MWRO
2010,WRO,"2,998,038","6,641,433","$11,061,474,431 ","11,061.47",11.06,307.46,138.79,6.64143275,WRO
2010,Wyoming,"14,473","34,799","$51,674,879 ",51.67,0.05,297.54,123.75,0.034799,MPRO
2011,Alabama,"404,793","920,365","$1,492,961,298 ","1,492.96",1.49,307.35,135.18,0.92036475,SERO
2011,Alaska,"35,072","86,044","$176,385,311 ",176.39,0.18,419.1,170.83,0.086044083,WRO
2011,Arizona,"465,375","1,067,617","$1,648,821,864 ","1,648.82",1.65,295.25,128.7,1.0676165,SWRO
2011,Arkansas,"210,670","486,451","$722,195,399 ",722.2,0.72,285.67,123.72,0.486451083,SWRO
2011,California,"1,612,825","3,672,980","$6,481,947,277 ","6,481.95",6.48,334.92,147.06,3.672980083,WRO
2011,Colorado,"200,064","453,103","$762,800,608 ",762.8,0.76,317.73,140.29,0.453103,MPRO
2011,Connecticut,"205,772","378,677","$647,390,087 ",647.39,0.65,262.18,142.47,0.378677083,NERO
2011,Delaware,"61,877","134,927","$205,304,944 ",205.3,0.21,276.5,126.8,0.134926833,MARO
2011,District of Columbia,"76,075","134,845","$229,250,674 ",229.25,0.23,251.12,141.68,0.134845083,MARO
2011,Florida,"1,659,063","3,074,671","$5,148,715,738 ","5,148.72",5.15,258.62,139.55,3.0746705,SERO
2011,Georgia,"789,785","1,780,039","$2,891,615,163 ","2,891.62",2.89,305.11,135.37,1.78003925,SERO
2011,Guam,"12,945","40,631","$105,440,192 ",105.44,0.11,678.77,216.25,0.04063125,WRO
2011,Hawaii,"79,624","159,644","$412,604,147 ",412.6,0.41,431.82,215.38,0.159644417,WRO
2011,Idaho,"96,372","228,629","$361,999,149 ",362,0.36,313.02,131.95,0.228628917,WRO
2011,Illinois,"859,785","1,793,886","$2,995,469,012 ","2,995.47",3,290.33,139.15,1.793886417,MWRO
2011,Indiana,"381,217","877,560","$1,386,478,333 ","1,386.48",1.39,303.08,131.66,0.877559833,MWRO
2011,Iowa,"173,186","373,856","$566,732,507 ",566.73,0.57,272.7,126.33,0.373855583,MWRO
2011,Kansas,"138,910","298,642","$452,767,878 ",452.77,0.45,271.62,126.34,0.298642083,MPRO
2011,Kentucky,"381,740","823,472","$1,260,888,769 ","1,260.89",1.26,275.25,127.6,0.823471833,SERO
2011,Louisiana,"388,516","884,519","$1,386,115,227 ","1,386.12",1.39,297.31,130.59,0.884518667,SWRO
2011,Maine,"126,184","247,943","$382,131,426 ",382.13,0.38,252.36,128.43,0.24794325,NERO
2011,MARO,"2,229,823","4,642,249","$7,211,504,367 ","7,211.50",7.21,269.51,129.45,4.642249083,MARO
2011,Maryland,"328,328","667,738","$1,035,175,750 ","1,035.18",1.04,262.74,129.19,0.667737917,MARO
2011,Massachusetts,"447,066","813,631","$1,291,609,491 ","1,291.61",1.29,240.76,132.29,0.813630917,NERO
2011,Michigan,"967,566","1,928,478","$3,151,479,174 ","3,151.48",3.15,271.43,136.18,1.928477667,MWRO
2011,Minnesota,"245,585","505,919","$698,408,893 ",698.41,0.7,236.99,115.04,0.505918667,MWRO
2011,Mississippi,"273,029","622,596","$921,109,139 ",921.11,0.92,281.14,123.29,0.622596417,SERO
2011,Missouri,"433,899","943,088","$1,437,886,768 ","1,437.89",1.44,276.16,127.05,0.943088,MPRO
2011,Montana,"57,133","124,243","$193,310,950 ",193.31,0.19,281.96,129.66,0.124242917,MPRO
2011,MPRO,"1,277,991","2,849,857","$4,382,453,711 ","4,382.45",4.38,285.76,128.15,2.8498565,MPRO
2011,MWRO,"3,671,901","7,686,153","$12,335,956,158 ","12,335.96",12.34,279.96,133.75,7.6861525,MWRO
2011,Nebraska,"76,183","174,204","$256,477,504 ",256.48,0.26,280.55,122.69,0.174203917,MPRO
2011,NERO,"2,566,452","4,805,888","$8,244,063,666 ","8,244.06",8.24,267.69,142.95,4.805887667,NERO
2011,Nevada,"156,319","332,959","$496,867,234 ",496.87,0.5,264.88,124.36,0.33295875,WRO
2011,New Hampshire,"54,134","113,407","$162,679,478 ",162.68,0.16,250.43,119.54,0.113407,NERO
2011,New Jersey,"370,887","759,136","$1,213,993,288 ","1,213.99",1.21,272.77,133.26,0.759136083,MARO
2011,New Mexico,"179,007","414,275","$631,681,353 ",631.68,0.63,294.07,127.07,0.41427475,SWRO
2011,New York,"1,600,690","2,999,991","$5,350,660,541 ","5,350.66",5.35,278.56,148.63,2.999990583,NERO
2011,North Carolina,"734,482","1,590,069","$2,377,093,020 ","2,377.09",2.38,269.7,124.58,1.590068917,SERO
2011,North Dakota,"27,893","60,902","$95,918,344 ",95.92,0.1,286.57,131.25,0.060902083,MPRO
2011,Ohio,"847,377","1,779,237","$2,986,317,777 ","2,986.32",2.99,293.68,139.87,1.779237,MWRO
2011,Oklahoma,"272,189","614,704","$947,338,484 ",947.34,0.95,290.04,128.43,0.614703667,SWRO
2011,Oregon,"419,693","772,756","$1,189,202,056 ","1,189.20",1.19,236.13,128.24,0.77275625,WRO
2011,Pennsylvania,"815,765","1,718,211","$2,647,473,519 ","2,647.47",2.65,270.45,128.4,1.718210667,MARO
2011,Rhode Island,"86,368","160,201","$274,736,117 ",274.74,0.27,265.08,142.91,0.160201083,NERO
2011,SERO,"5,245,331","10,931,406","$17,480,665,576 ","17,480.67",17.48,277.72,133.26,10.93140608,SERO
2011,South Carolina,"390,936","844,405","$1,339,644,859 ","1,339.64",1.34,285.56,132.21,0.844404667,SERO
2011,South Dakota,"43,585","101,817","$162,135,500 ",162.14,0.16,310,132.7,0.10181725,MPRO
2011,SWRO,"2,658,858","6,377,221","$9,680,455,956 ","9,680.46",9.68,303.4,126.5,6.377220833,SWRO
2011,Tennessee,"611,502","1,275,790","$2,048,637,590 ","2,048.64",2.05,279.18,133.82,1.27578975,SERO
2011,Texas,"1,608,476","3,977,273","$5,993,125,493 ","5,993.13",5.99,310.5,125.57,3.977272667,SWRO
2011,US,"21,072,113",44708726,"$71,810,924,022 ","71,810.92",71.81,283.99,133.85,44.708726,US
2011,Utah,"111,799","283,971","$401,261,439 ",401.26,0.4,299.09,117.75,0.28397075,SWRO
2011,Vermont,"46,239","92,038","$134,856,526 ",134.86,0.13,243.04,122.1,0.09203775,NERO
2011,Virgin Islands,"9,359","22,655","$47,877,095 ",47.88,0.05,426.3,176.11,0.022654917,NERO
2011,Virginia,"406,811","858,782","$1,335,038,906 ","1,335.04",1.34,273.48,129.55,0.858782167,MARO
2011,Washington,"543,533","1,054,693","$1,602,557,358 ","1,602.56",1.6,245.7,126.62,1.054693167,WRO
2011,West Virginia,"160,721","345,955","$497,390,191 ",497.39,0.5,257.9,119.81,0.345955417,MARO
2011,Wisconsin,"370,372","801,073","$1,117,802,969 ","1,117.80",1.12,251.5,116.28,0.801072917,MWRO
2011,WRO,"3,421,759","7,415,953","$12,475,824,588 ","12,475.82",12.48,303.84,140.19,7.415953417,WRO
2011,Wyoming,"15,341","36,031","$53,162,213 ",53.16,0.05,288.77,122.96,0.036030917,MPRO
2012,Alabama,"411,745","910,244","$1,390,011,732 ","1,390.01",1.39,281.33,127.26,0.910243833,SERO
2012,Alaska,"37,952","91,298","$186,325,119 ",186.33,0.19,409.13,170.07,0.091297667,WRO
2012,Arizona,"484,906","1,123,974","$1,706,601,437 ","1,706.60",1.71,293.29,126.53,1.123974333,SWRO
2012,Arkansas,"220,095","502,125","$733,396,874 ",733.4,0.73,277.68,121.72,0.50212475,SWRO
2012,California,"1,779,241","3,964,221","$7,090,221,357 ","7,090.22",7.09,332.08,149.05,3.964220583,WRO
2012,Colorado,"220,707","491,630","$808,505,391 ",808.51,0.81,305.27,137.05,0.491629667,MPRO
2012,Connecticut,"219,817","403,466","$696,670,564 ",696.67,0.7,264.11,143.89,0.403466417,NERO
2012,Delaware,"69,564","148,257","$226,577,031 ",226.58,0.23,271.42,127.36,0.148257083,MARO
2012,District of Columbia,"79,729","141,147","$233,302,973 ",233.3,0.23,243.85,137.74,0.141147333,MARO
2012,Florida,"1,825,813","3,353,064","$5,592,221,094 ","5,592.22",5.59,255.24,138.98,3.353064083,SERO
2012,Georgia,"879,493","1,912,839","$3,119,435,907 ","3,119.44",3.12,295.57,135.9,1.91283875,SERO
2012,Guam,"14,275","43,727","$113,301,546 ",113.3,0.11,661.43,215.93,0.043726917,WRO
2012,Hawaii,"88,455","176,823","$453,331,174 ",453.33,0.45,427.08,213.65,0.176822583,WRO
2012,Idaho,"100,495","233,034","$361,230,209 ",361.23,0.36,299.54,129.18,0.233033833,WRO
2012,Illinois,"914,287","1,869,713","$3,128,689,275 ","3,128.69",3.13,285.17,139.45,1.869712833,MWRO
2012,Indiana,"401,415","908,705","$1,444,409,807 ","1,444.41",1.44,299.86,132.46,0.9087045,MWRO
2012,Iowa,"190,721","408,050","$593,443,715 ",593.44,0.59,259.3,121.2,0.4080495,MWRO
2012,Kansas,"143,242","304,719","$457,478,972 ",457.48,0.46,266.15,125.11,0.304719417,MPRO
2012,Kentucky,"402,734","849,248","$1,298,611,475 ","1,298.61",1.3,268.71,127.43,0.849247667,SERO
2012,Louisiana,"422,680","948,758","$1,549,558,693 ","1,549.56",1.55,305.5,136.1,0.94875825,SWRO
2012,Maine,"131,153","252,860","$376,750,999 ",376.75,0.38,239.38,124.16,0.25286,NERO
2012,MARO,"2,399,633","4,916,663","$7,615,126,509 ","7,615.13",7.62,264.45,129.07,4.916662917,MARO
2012,Maryland,"360,523","716,379","$1,104,337,614 ","1,104.34",1.1,255.26,128.46,0.716379167,MARO
2012,Massachusetts,"479,830","861,568","$1,369,997,551 ","1,370.00",1.37,237.93,132.51,0.86156825,NERO
2012,Michigan,"924,643","1,828,384","$2,980,301,907 ","2,980.30",2.98,268.6,135.84,1.82838425,MWRO
2012,Minnesota,"264,739","538,869","$749,536,081 ",749.54,0.75,235.94,115.91,0.538868833,MWRO
2012,Mississippi,"296,508","659,872","$980,027,716 ",980.03,0.98,275.44,123.76,0.65987225,SERO
2012,Missouri,"441,626","947,889","$1,462,076,136 ","1,462.08",1.46,275.89,128.54,0.947888583,MPRO
2012,Montana,"58,988","125,874","$193,011,254 ",193.01,0.19,272.67,127.78,0.125873667,MPRO
2012,MPRO,"1,332,929","2,928,113","$4,485,668,107 ","4,485.67",4.49,280.44,127.66,2.928113083,MPRO
2012,MWRO,"3,777,877","7,788,895","$12,477,635,481 ","12,477.64",12.48,275.23,133.5,7.788895417,MWRO
2012,Nebraska,"77,066","176,073","$258,674,634 ",258.67,0.26,279.71,122.43,0.176073167,MPRO
2012,NERO,"2,681,885","4,981,126","$8,484,494,965 ","8,484.49",8.48,263.64,141.94,4.981125833,NERO
